,Num_Extra_Tickets,Flight_number,Revenue
469,0,469,59160
470,0,470,57768
471,0,471,58464
472,0,472,58464
473,0,473,58464
474,0,474,59160
475,0,475,59856
476,0,476,60204
477,0,477,58812
478,0,478,59160
479,0,479,57420
480,0,480,59160
481,0,481,59856
482,0,482,58116
483,0,483,58116
484,0,484,59160
485,0,485,59856
486,0,486,58464
487,0,487,58464
488,0,488,59508
489,0,489,59856
490,0,490,58812
491,0,491,58464
492,0,492,56724
493,0,493,59856
494,0,494,56028
495,0,495,57768
496,0,496,58812
497,0,497,58116
498,0,498,58464
499,0,499,59508
500,0,500,60900
501,0,501,59160
502,0,502,59508
503,0,503,59160
504,0,504,59160
505,0,505,59160
506,0,506,59508
507,0,507,57420
508,0,508,58812
509,0,509,58812
510,0,510,61596
511,0,511,58464
512,0,512,58464
513,0,513,58464
514,0,514,58116
515,0,515,59508
516,0,516,58812
517,0,517,59508
518,0,518,59160
519,0,519,57420
520,0,520,59160
521,0,521,59856
522,0,522,59160
523,0,523,59160
524,0,524,58116
525,0,525,57072
526,0,526,60204
527,0,527,59508
528,0,528,59508
529,0,529,60552
530,0,530,59160
531,0,531,59160
532,0,532,57768
533,0,533,57768
534,0,534,58464
535,0,535,60204
536,0,536,58812
537,0,537,58812
538,0,538,58116
539,0,539,58116
540,0,540,56376
541,0,541,57072
542,0,542,59160
543,0,543,58464
544,0,544,57420
545,0,545,58812
546,0,546,57072
547,0,547,58464
548,0,548,57072
549,0,549,58464
550,0,550,58464
551,0,551,59856
552,0,552,56028
553,0,553,58116
554,0,554,59508
555,0,555,57072
556,0,556,59508
557,0,557,59160
558,0,558,57072
559,0,559,59160
560,0,560,58464
561,0,561,58812
562,0,562,57768
563,0,563,56376
564,0,564,58812
565,0,565,58116
566,0,566,58464
567,0,567,58812
568,0,568,58464
569,0,569,57072
570,0,570,60204
571,0,571,59508
572,0,572,60552
573,0,573,59160
574,0,574,59508
575,0,575,57072
576,0,576,59508
577,0,577,59508
578,0,578,57768
579,0,579,59508
580,0,580,59856
581,0,581,58464
582,0,582,59856
583,0,583,60204
584,0,584,58812
585,0,585,59160
586,0,586,59160
587,0,587,60552
588,0,588,56376
589,0,589,57768
590,0,590,57420
591,0,591,57420
592,0,592,59160
593,0,593,58116
594,0,594,59160
595,0,595,57072
596,0,596,58812
597,0,597,59160
598,0,598,56724
599,0,599,58116
600,0,600,60552
601,0,601,59856
602,0,602,59856
603,0,603,58464
604,0,604,59856
605,0,605,60204
606,0,606,60900
607,0,607,59160
608,0,608,59508
609,0,609,57768
610,0,610,58116
611,0,611,59160
612,0,612,58812
613,0,613,58812
614,0,614,59856
615,0,615,59856
616,0,616,58464
617,0,617,58812
618,0,618,60552
619,0,619,60204
620,0,620,58116
621,0,621,59508
622,0,622,59160
623,0,623,57420
624,0,624,60900
625,0,625,60900
626,0,626,57072
627,0,627,59856
628,0,628,58464
629,0,629,58464
630,0,630,59856
631,0,631,58464
632,0,632,57420
633,0,633,58116
634,0,634,60552
635,0,635,59856
636,0,636,58464
637,0,637,60204
638,0,638,59508
639,0,639,59508
640,0,640,58812
641,0,641,59856
642,0,642,56724
643,0,643,59160
644,0,644,59856
645,0,645,59856
646,0,646,58116
647,0,647,59856
648,0,648,59160
649,0,649,57768
650,0,650,60204
651,0,651,59856
652,0,652,56724
653,0,653,59856
654,0,654,59508
655,0,655,58812
656,0,656,58464
657,0,657,58464
658,0,658,58812
659,0,659,58812
660,0,660,60900
661,0,661,58116
662,0,662,59856
663,0,663,58812
664,0,664,59508
665,0,665,59856
666,0,666,59160
667,0,667,58464
668,0,668,57072
669,0,669,59508
670,0,670,58812
671,0,671,59160
672,0,672,57420
673,0,673,59856
674,0,674,56724
675,0,675,57768
676,0,676,57420
677,0,677,58812
678,0,678,59160
679,0,679,59160
680,0,680,58464
681,0,681,59856
682,0,682,60552
683,0,683,59508
684,0,684,59160
685,0,685,59856
686,0,686,59160
687,0,687,57072
688,0,688,58464
689,0,689,58812
690,0,690,59508
691,0,691,57420
692,0,692,59160
693,0,693,59160
694,0,694,57420
695,0,695,59160
696,0,696,60204
697,0,697,59856
698,0,698,58116
699,0,699,58812
700,0,700,58812
701,0,701,58464
702,0,702,59508
703,0,703,57072
704,0,704,58116
705,0,705,59160
706,0,706,59856
707,0,707,58464
708,0,708,57768
709,0,709,59160
710,0,710,60552
711,0,711,59508
712,0,712,60204
713,0,713,57768
714,0,714,59160
715,0,715,60204
716,0,716,59160
717,0,717,58464
718,0,718,59160
719,0,719,57072
720,0,720,58116
721,0,721,58464
722,0,722,58812
723,0,723,59160
724,0,724,57768
725,0,725,58116
726,0,726,58464
727,0,727,59160
728,0,728,58812
729,0,729,57768
730,0,730,57768
731,0,731,58812
732,0,732,59508
733,0,733,57768
734,0,734,59508
735,0,735,58116
736,0,736,57768
737,0,737,59160
738,0,738,58812
739,0,739,59856
740,0,740,60204
741,0,741,60900
742,0,742,59856
743,0,743,57072
744,0,744,61248
745,0,745,60552
746,0,746,59856
747,0,747,58812
748,0,748,57072
749,0,749,58116
750,0,750,59160
751,0,751,60552
752,0,752,58464
753,0,753,59856
754,0,754,60204
755,0,755,59160
756,0,756,57768
757,0,757,55680
758,0,758,59856
759,0,759,57768
760,0,760,58116
761,0,761,60204
762,0,762,59160
763,0,763,58812
764,0,764,59508
765,0,765,60552
766,0,766,57072
767,0,767,59508
768,0,768,59160
769,0,769,58464
770,0,770,58812
771,0,771,58464
772,0,772,59160
773,0,773,60204
774,0,774,58116
775,0,775,57072
776,0,776,58464
777,0,777,59856
778,0,778,57768
779,0,779,57420
780,0,780,60900
781,0,781,59160
782,0,782,58464
783,0,783,58812
784,0,784,59160
785,0,785,58116
786,0,786,58116
787,0,787,59856
788,0,788,58464
789,0,789,58116
790,0,790,58812
791,0,791,59160
792,0,792,59508
793,0,793,57768
794,0,794,57768
795,0,795,60204
796,0,796,59160
797,0,797,60900
798,0,798,60204
799,0,799,58116
800,0,800,57768
801,0,801,58464
802,0,802,56724
803,0,803,58116
804,0,804,59160
805,0,805,58812
806,0,806,58812
807,0,807,57072
808,0,808,58812
809,0,809,59508
810,0,810,58464
811,0,811,59508
812,0,812,58464
813,0,813,59508
814,0,814,58116
815,0,815,56724
816,0,816,57768
817,0,817,58464
818,0,818,58812
819,0,819,58812
820,0,820,60552
821,0,821,58464
822,0,822,60552
823,0,823,60204
824,0,824,55332
825,0,825,60204
826,0,826,56724
827,0,827,57420
828,0,828,57420
829,0,829,59856
830,0,830,59160
831,0,831,58464
832,0,832,58812
833,0,833,59508
834,0,834,57768
835,0,835,59508
836,0,836,56724
837,0,837,58812
838,0,838,58812
839,0,839,58464
840,0,840,56376
841,0,841,57420
842,0,842,58116
843,0,843,57768
844,0,844,58812
845,0,845,58464
846,0,846,59160
847,0,847,59160
848,0,848,59160
849,0,849,58812
850,0,850,58464
851,0,851,59160
852,0,852,59160
853,0,853,58812
854,0,854,58812
855,0,855,59160
856,0,856,58812
857,0,857,58812
858,0,858,58812
859,0,859,59856
860,0,860,57768
861,0,861,58812
862,0,862,59508
863,0,863,58464
864,0,864,60204
865,0,865,58116
866,0,866,57072
867,0,867,59160
868,0,868,58464
869,0,869,58812
870,0,870,58116
871,0,871,59508
872,0,872,59856
873,0,873,58812
874,0,874,58116
875,0,875,58812
876,0,876,58116
877,0,877,57768
878,0,878,58812
879,0,879,59856
880,0,880,58116
881,0,881,58812
882,0,882,59856
883,0,883,59508
884,0,884,57072
885,0,885,58116
886,0,886,58812
887,0,887,57420
888,0,888,59160
889,0,889,59160
890,0,890,59160
891,0,891,59160
892,0,892,57420
893,0,893,58116
894,0,894,57768
895,0,895,59160
896,0,896,58812
897,0,897,58116
898,0,898,59856
899,0,899,58116
900,0,900,57768
901,0,901,57768
902,0,902,58464
903,0,903,59160
904,0,904,59508
905,0,905,59508
906,0,906,56724
907,0,907,58464
908,0,908,59160
909,0,909,57768
910,0,910,56724
911,0,911,60204
912,0,912,57072
913,0,913,58116
914,0,914,59160
915,0,915,59508
916,0,916,58116
917,0,917,58116
918,0,918,57768
919,0,919,59508
920,0,920,57072
921,0,921,59856
922,0,922,60900
923,0,923,58464
924,0,924,60204
925,0,925,59508
926,0,926,59856
927,0,927,58812
928,0,928,57768
929,0,929,60204
930,0,930,59160
931,0,931,58116
932,0,932,57072
933,0,933,57420
934,0,934,58812
935,0,935,57768
936,0,936,60900
937,0,937,57420
938,0,938,59508
939,0,939,58812
940,0,940,59508
941,0,941,59508
942,0,942,60204
943,0,943,58812
944,0,944,58812
945,0,945,60204
946,0,946,60204
947,0,947,58812
948,0,948,56376
949,0,949,59160
950,0,950,60552
951,0,951,58812
952,0,952,59856
953,0,953,58116
954,0,954,59160
955,0,955,58464
956,0,956,60204
957,0,957,58464
958,0,958,59160
959,0,959,59508
960,0,960,59856
961,0,961,59508
962,0,962,57420
963,0,963,59160
964,0,964,60204
965,0,965,59160
966,0,966,59160
967,0,967,59508
968,0,968,58116
969,0,969,54984
970,0,970,58464
971,0,971,58464
972,0,972,59160
973,0,973,58464
974,0,974,57420
975,0,975,59160
976,0,976,58464
977,0,977,59508
978,0,978,57420
979,0,979,57072
980,0,980,60204
981,0,981,57072
982,0,982,60552
983,0,983,59160
984,0,984,58464
985,0,985,57768
986,0,986,58812
987,0,987,58116
988,0,988,58812
989,0,989,58464
990,0,990,57420
991,0,991,60552
992,0,992,57768
993,0,993,59856
994,0,994,58812
995,0,995,59160
996,0,996,60552
997,0,997,59856
998,0,998,59160
999,0,999,56376
1000,0,1000,59508
1001,0,1001,57420
1002,0,1002,60900
1003,0,1003,57072
1004,0,1004,58116
1005,0,1005,60552
1006,0,1006,59856
1007,0,1007,58464
1008,0,1008,58464
1009,0,1009,57072
1010,0,1010,59160
1011,0,1011,58116
1012,0,1012,58812
1013,0,1013,58464
1014,0,1014,59508
1015,0,1015,58812
1016,0,1016,58464
1017,0,1017,58812
1018,0,1018,57420
1019,0,1019,57420
1020,0,1020,58464
1021,0,1021,58116
1022,0,1022,58464
1023,0,1023,59160
1024,0,1024,59856
1025,0,1025,58812
1026,0,1026,58812
1027,0,1027,58812
1028,0,1028,57768
1029,0,1029,60204
1030,0,1030,61248
1031,0,1031,58812
1032,0,1032,57768
1033,0,1033,57768
1034,0,1034,60204
1035,0,1035,59856
1036,0,1036,58116
1037,0,1037,58812
1038,0,1038,58116
1039,0,1039,59160
1040,0,1040,60552
1041,0,1041,60552
1042,0,1042,58464
1043,0,1043,60204
1044,0,1044,58116
1045,0,1045,56724
1046,0,1046,57768
1047,0,1047,59508
1048,0,1048,57072
1049,0,1049,59160
1050,0,1050,58812
1051,0,1051,57420
1052,0,1052,57420
1053,0,1053,60552
1054,0,1054,58116
1055,0,1055,58812
1056,0,1056,59856
1057,0,1057,60204
1058,0,1058,58812
1059,0,1059,57768
1060,0,1060,58464
1061,0,1061,57072
1062,0,1062,59160
1063,0,1063,57420
1064,0,1064,60204
1065,0,1065,58464
1066,0,1066,58464
1067,0,1067,59856
1068,0,1068,60552
1069,0,1069,59508
1070,0,1070,58464
1071,0,1071,57768
1072,0,1072,58116
1073,0,1073,57768
1074,0,1074,57072
1075,0,1075,58812
1076,0,1076,59508
1077,0,1077,59160
1078,0,1078,59160
1079,0,1079,58812
1080,0,1080,58812
1081,0,1081,59160
1082,0,1082,60204
1083,0,1083,59160
1084,0,1084,59508
1085,0,1085,61248
1086,0,1086,58116
1087,0,1087,58464
1088,0,1088,59508
1089,0,1089,58464
1090,0,1090,59508
1091,0,1091,59856
1092,0,1092,57420
1093,0,1093,59160
1094,0,1094,58812
1095,0,1095,58812
1096,0,1096,57072
1097,0,1097,60552
1098,0,1098,58116
1099,0,1099,59856
1100,0,1100,60204
1101,0,1101,57072
1102,0,1102,58464
1103,0,1103,58812
1104,0,1104,60204
1105,0,1105,58116
1106,0,1106,58812
1107,0,1107,58116
1108,0,1108,59160
1109,0,1109,59508
1110,0,1110,58116
1111,0,1111,58464
1112,0,1112,58464
1113,0,1113,60204
1114,0,1114,59856
1115,0,1115,57072
1116,0,1116,58812
1117,0,1117,57420
1118,0,1118,57768
1119,0,1119,59508
1120,0,1120,57072
1121,0,1121,58812
1122,0,1122,58812
1123,0,1123,58116
1124,0,1124,59856
1125,0,1125,56376
1126,0,1126,59856
1127,0,1127,59508
1128,0,1128,59856
1129,0,1129,59856
1130,0,1130,58116
1131,0,1131,57072
1132,0,1132,57768
1133,0,1133,58464
1134,0,1134,59508
1135,0,1135,59160
1136,0,1136,59856
1137,0,1137,58116
1138,0,1138,59508
1139,0,1139,59160
1140,0,1140,59160
1141,0,1141,58116
1142,0,1142,59508
1143,0,1143,57768
1144,0,1144,58464
1145,0,1145,58812
1146,0,1146,59160
1147,0,1147,57420
1148,0,1148,60204
1149,0,1149,57768
1150,0,1150,59160
1151,0,1151,58812
1152,0,1152,60204
1153,0,1153,58812
1154,0,1154,60552
1155,0,1155,58812
1156,0,1156,60552
1157,0,1157,60204
1158,0,1158,58812
1159,0,1159,57420
1160,0,1160,60552
1161,0,1161,56376
1162,0,1162,57768
1163,0,1163,59160
1164,0,1164,59856
1165,0,1165,59508
1166,0,1166,59508
1167,0,1167,58464
1168,0,1168,60552
1169,0,1169,59160
1170,0,1170,57768
1171,0,1171,58464
1172,0,1172,60552
1173,0,1173,58812
1174,0,1174,57072
1175,0,1175,60204
1176,0,1176,58812
1177,0,1177,57768
1178,0,1178,59160
1179,0,1179,58116
1180,0,1180,59160
1181,0,1181,57768
1182,0,1182,57768
1183,0,1183,57420
1184,0,1184,58812
1185,0,1185,58812
1186,0,1186,59160
1187,0,1187,57768
1188,0,1188,58116
1189,0,1189,58464
1190,0,1190,56724
1191,0,1191,59856
1192,0,1192,58464
1193,0,1193,59160
1194,0,1194,58812
1195,0,1195,59160
1196,0,1196,57420
1197,0,1197,60204
1198,0,1198,59160
1199,0,1199,58464
1200,0,1200,59160
1201,0,1201,59856
1202,0,1202,60204
1203,0,1203,58812
1204,0,1204,59508
1205,0,1205,60204
1206,0,1206,59856
1207,0,1207,59160
1208,0,1208,57768
1209,0,1209,57072
1210,0,1210,58812
1211,0,1211,60204
1212,0,1212,58116
1213,0,1213,59856
1214,0,1214,58812
1215,0,1215,57768
1216,0,1216,59508
1217,0,1217,58812
1218,0,1218,58116
1219,0,1219,56724
1220,0,1220,59160
1221,0,1221,60204
1222,0,1222,59160
1223,0,1223,58116
1224,0,1224,58116
1225,0,1225,57420
1226,0,1226,59160
1227,0,1227,58812
1228,0,1228,59160
1229,0,1229,59856
1230,0,1230,59856
1231,0,1231,58464
1232,0,1232,59508
1233,0,1233,60900
1234,0,1234,59856
1235,0,1235,59160
1236,0,1236,59856
1237,0,1237,60552
1238,0,1238,57420
1239,0,1239,58464
1240,0,1240,59508
1241,0,1241,60204
1242,0,1242,58464
1243,0,1243,58812
1244,0,1244,57768
1245,0,1245,59508
1246,0,1246,59856
1247,0,1247,58464
1248,0,1248,58116
1249,0,1249,60552
1250,0,1250,59856
1251,0,1251,60552
1252,0,1252,57072
1253,0,1253,58464
1254,0,1254,57768
1255,0,1255,59508
1256,0,1256,57420
1257,0,1257,58464
1258,0,1258,57072
1259,0,1259,58464
1260,0,1260,59856
1261,0,1261,60552
1262,0,1262,57072
1263,0,1263,57420
1264,0,1264,57768
1265,0,1265,57420
1266,0,1266,57420
1267,0,1267,58812
1268,0,1268,57420
1269,0,1269,59508
1270,0,1270,59508
1271,0,1271,58812
1272,0,1272,59856
1273,0,1273,60552
1274,0,1274,57768
1275,0,1275,58812
1276,0,1276,59856
1277,0,1277,58812
1278,0,1278,59508
1279,0,1279,57420
1280,0,1280,58812
1281,0,1281,58464
1282,0,1282,57768
1283,0,1283,58812
1284,0,1284,58464
1285,0,1285,57072
1286,0,1286,58464
1287,0,1287,57420
1288,0,1288,59508
1289,0,1289,57420
1290,0,1290,60204
1291,0,1291,58464
1292,0,1292,58812
1293,0,1293,59160
1294,0,1294,60552
1295,0,1295,59160
1296,0,1296,59856
1297,0,1297,59160
1298,0,1298,58464
1299,0,1299,59160
1300,0,1300,58116
1301,0,1301,58812
1302,0,1302,59856
1303,0,1303,59160
1304,0,1304,58812
1305,0,1305,56724
1306,0,1306,59160
1307,0,1307,60204
1308,0,1308,59508
1309,0,1309,57072
1310,0,1310,58464
1311,0,1311,58464
1312,0,1312,57420
1313,0,1313,58464
1314,0,1314,59160
1315,0,1315,59160
1316,0,1316,57768
1317,0,1317,58464
1318,0,1318,59160
1319,0,1319,60204
1320,0,1320,58116
1321,0,1321,59160
1322,0,1322,60204
1323,0,1323,59160
1324,0,1324,58116
1325,0,1325,60204
1326,0,1326,59508
1327,0,1327,60204
1328,0,1328,58116
1329,0,1329,59508
1330,0,1330,59160
1331,0,1331,58812
1332,0,1332,59856
1333,0,1333,59856
1334,0,1334,60552
1335,0,1335,59160
1336,0,1336,59160
1337,0,1337,59508
1338,0,1338,58116
1339,0,1339,59160
1340,0,1340,60204
1341,0,1341,58812
1342,0,1342,57768
1343,0,1343,60204
1344,0,1344,58464
1345,0,1345,60552
1346,0,1346,58812
1347,0,1347,58464
1348,0,1348,59856
1349,0,1349,58812
1350,0,1350,58812
1351,0,1351,59160
1352,0,1352,58116
1353,0,1353,59856
1354,0,1354,59160
1355,0,1355,57768
1356,0,1356,58464
1357,0,1357,56724
1358,0,1358,58116
1359,0,1359,59160
1360,0,1360,57420
1361,0,1361,57768
1362,0,1362,59160
1363,0,1363,58812
1364,0,1364,58812
1365,0,1365,59160
1366,0,1366,58812
1367,0,1367,58812
1368,0,1368,58464
1369,0,1369,58812
1370,0,1370,59160
1371,0,1371,58116
1372,0,1372,59160
1373,0,1373,58812
1374,0,1374,58116
1375,0,1375,59856
1376,0,1376,57768
1377,0,1377,60204
1378,0,1378,59160
1379,0,1379,59856
1380,0,1380,58812
1381,0,1381,59160
1382,0,1382,59508
1383,0,1383,58116
1384,0,1384,59160
1385,0,1385,57768
1386,0,1386,59160
1387,0,1387,58464
1388,0,1388,58464
1389,0,1389,57072
1390,0,1390,58116
1391,0,1391,59160
1392,0,1392,60204
1393,0,1393,58116
1394,0,1394,58464
1395,0,1395,58116
1396,0,1396,57072
1397,0,1397,59160
1398,0,1398,58464
1399,0,1399,59856
1400,0,1400,59856
1401,0,1401,59508
1402,0,1402,60204
1403,0,1403,57072
1404,0,1404,58464
1405,0,1405,59856
1406,0,1406,58464
1407,0,1407,58812
1408,0,1408,58116
1409,0,1409,60204
1410,0,1410,60552
1411,0,1411,59508
1412,0,1412,59160
1413,0,1413,60204
1414,0,1414,57072
1415,0,1415,57768
1416,0,1416,58812
1417,0,1417,57072
1418,0,1418,57420
1419,0,1419,59856
1420,0,1420,59508
1421,0,1421,58464
1422,0,1422,58116
1423,0,1423,58464
1424,0,1424,58464
1425,0,1425,58116
1426,0,1426,58116
1427,0,1427,58812
1428,0,1428,58812
1429,0,1429,59160
1430,0,1430,60204
1431,0,1431,59856
1432,0,1432,58116
1433,0,1433,59160
1434,0,1434,58116
1435,0,1435,60552
1436,0,1436,59856
1437,0,1437,58116
1438,0,1438,58464
1439,0,1439,60900
1440,0,1440,58464
1441,0,1441,59856
1442,0,1442,59508
1443,0,1443,59508
1444,0,1444,58464
1445,0,1445,59160
1446,0,1446,59160
1447,0,1447,58116
1448,0,1448,60900
1449,0,1449,58464
